date,temp_avg,temp_min,temp_max,,,wind_direction,wind_speed,,pressure,
2005-04-21,22.5,16,28,,,304.6,19.2,,,
2005-04-24,25.3,15.0,34.0,,,253.6,15.6,,,
2005-04-29,20.6,13.0,25.0,,,293.3,19.1,,,
2005-05-05,18.6,12.0,24.0,,,287,18.3,,,
2005-05-10,23.7,16.0,31.0,,,290.8,25.1,,,
2005-05-15,24.1,17.0,31.0,,,,18.5,,,
2005-05-16,21.5,14.0,28.0,,,0,23.4,,,
2005-05-18,22.0,17.0,27.0,,,328.7,26.1,,,
2005-05-21,18.8,13.0,24.0,,,324.6,26.4,,,
2005-05-24,22.7,16.0,29.0,,,,19.4,,,
2005-05-25,23.2,17.0,29.0,,,294.4,20.1,,,
2005-05-26,23.4,16.0,31.0,,,,17.0,,,
2005-05-27,25.0,17.0,32.0,,,,16.2,,,
2005-05-29,24.2,18.0,31.0,,,39.4,17.4,,,
2005-09-12,27.7,18.0,37.0,,,36.7,15.5,,,
2005-09-13,26.9,20.0,36.0,,,315.2,26.9,,,
2005-10-11,22.2,14.0,31.0,,,324,14.7,,,
2005-10-21,20.5,13.0,27.0,,,301.7,21.2,,,
2005-10-22,15.3,10.0,25.0,,,310.3,30.0,,,
2005-10-23,13.1,8.0,20.0,,,312.4,36.5,,,
2005-10-28,13.6,5.0,25.0,,,301.2,11.1,,,
2005-11-10,6.6,5.0,10.0,,,339.8,17.8,,,
2005-12-09,8.8,2.0,18.0,,,,11.6,,,
2005-12-10,8.9,3.0,17.0,,,,16.2,,,
2005-12-15,6.3,1.0,14.0,,,285.5,11.1,,,
2005-12-22,7.8,2.0,15.0,,,,,,,
2005-12-25,7.9,3.0,11.0,,,99.3,14.7,,,
2005-12-28,1.9,-2.0,7.0,,,,12.9,,,
2006-01-05,2.5,-2.0,10.0,,,,12.9,,,
2006-01-09,3.1,-2.0,7.0,,,312.3,23.9,,,
2006-02-20,6.5,2.0,12.0,,,301.1,25.4,,,
2006-02-25,8.9,-1.0,19.0,,,290,15.3,,,
2006-03-22,11.5,4.0,19.0,,,316.9,19.4,,,
2006-03-23,12.0,6.0,19.0,,,302.6,31.7,,,
2006-03-24,12.8,5.0,20.0,,,291.9,23.0,,,
2006-03-28,13.9,11.0,19.0,,,,21.6,,,
2006-03-29,11.0,9.0,14.0,,,286.6,16.4,,,
2006-04-04,16.3,10.0,22.0,,,286.8,19.8,,,
2006-04-12,19.2,13.0,25.0,,,,16.2,,,
2006-04-13,20.1,13.0,27.0,,,,15.9,,,
2006-04-20,18.9,11.0,27.0,,,314.4,16.4,,,
2006-04-21,20.8,12.0,28.0,,,34.7,12.9,,,
2006-05-05,21.0,17.0,27.0,,,299.3,26.4,,,
2006-05-07,23.5,16.0,31.0,,,311.3,24.5,,,
2006-05-11,25.8,20.0,32.0,,,311.6,30.4,,,
2006-05-12,26.2,17.0,34.0,,,323.2,20.0,,,
2006-05-13,27.8,23.0,35.0,,,334.8,23.6,,,
2006-05-25,19.5,15.0,24.0,,,,,,,
2006-06-16,31.3,21.0,39.0,,,,15.6,,,
2006-06-18,31.6,22.0,40.0,,,21.5,14.6,,,
2006-07-02,26.7,19.0,34.0,,,,20.9,,,
2006-07-03,28.7,22.0,35.0,,,23.1,19.1,,,
2006-07-05,27.6,19.0,38.0,,,,37.3,,,
2006-07-06,30.1,19.0,40.0,,,48.1,31.6,,,
2006-07-07,33.7,22.0,42.0,,,62.8,27.2,,,
2006-07-08,34.2,23.0,42.0,,,,,,,
2006-07-29,32.9,24.0,42.0,,,348.6,32.7,,,
2006-08-01,29.2,20.0,38.0,,,,,,,
2006-08-03,30.6,23.0,40.0,,,326.7,32.9,,,
2006-08-04,32.9,23.0,42.0,,,44.5,33.9,,,
2006-08-06,32.9,24.0,40.0,,,85.6,27.0,,,
2006-08-08,31.8,24.0,38.0,,,102.6,15.5,,,
2006-08-09,32.8,23.0,41.0,,,5.8,13.5,,,
2006-08-12,31.0,22.0,38.0,,,,14.9,,,
2006-08-17,30.3,23.0,36.0,,,,13.2,,,
2006-08-22,27.9,20.0,35.0,,,,,,,
2006-08-24,29.8,21.0,38.0,,,,18.4,,,
2006-08-27,29.3,21.0,38.0,,,,12.8,,,
2006-09-01,28.5,19.0,36.0,,,,,,,
2006-09-04,27.1,18.0,35.0,,,,12.6,,,
2006-09-05,26.3,18.0,34.0,,,,16.0,,,
2006-09-06,26.2,18.0,34.0,,,,15.1,,,
2006-09-07,26.4,16.0,35.0,,,,13.3,,,
2006-09-09,27.0,19.0,35.0,,,,19.9,,,
2006-09-11,27.5,20.0,35.0,,,72.2,15.2,,,
2006-09-12,26.9,20.0,33.0,,,,13.6,,,
2006-09-15,24.4,13.0,33.0,,,3.7,19.1,,,
2006-09-18,19.6,13.0,35.0,,,,28.4,,,
2006-09-21,21.6,13.0,30.0,,,,,,,
2006-09-22,23.1,13.0,31.0,,,,11.2,,,
2006-09-24,24.7,14.0,34.0,,,,14.9,,,
2006-09-25,24.9,17.0,33.0,,,,17.7,,,
2006-09-26,25.6,15.0,34.0,,,284.1,17.9,,,
2006-09-27,24.5,17.0,31.0,,,303.9,26.2,,,
2006-09-29,20.6,14.0,28.0,,,,16.4,,,
2006-09-30,21.3,14.0,29.0,,,,13.0,,,
2006-10-01,22.9,15.0,31.0,,,300.1,12.5,,,
2006-10-02,23.5,15.0,32.0,,,,16.0,,,
2006-10-04,24.3,15.0,33.0,,,299.9,17.8,,,
2006-10-09,21.6,14.0,30.0,,,291.7,19.6,,,
2006-10-14,21.5,16.0,27.0,,,,16.1,,,
2006-10-18,17.5,13.0,27.0,,,,16.4,,,
2006-10-19,19.0,13.0,27.0,,,288.5,16.5,,,
2006-10-20,18.8,13.0,25.0,,,,14.7,,,
2006-10-29,16.8,10.0,23.0,,,288.8,16.4,,,
2006-10-30,16.9,13.0,22.0,,,303.2,15.1,,,
2006-10-31,16.0,11.0,21.0,,,294.3,14.1,,,
2006-11-02,15.5,11.0,21.0,,,271.2,13.1,,,
2006-11-03,16.3,10.0,24.0,,,,12.6,,,
2006-11-04,16.7,12.0,23.0,,,294.5,24.1,,,
2006-11-05,17.6,9.0,25.0,,,310.6,16.5,,,
2006-11-09,9.5,5.0,15.0,,,,,,,
2006-11-10,8.8,3.0,15.0,,,277.4,11.0,,,
2006-11-11,9.3,2.0,18.0,,,,12.3,,,
2006-11-13,10.8,6.0,15.0,,,315.8,14.1,,,
2006-11-19,6.1,2.0,10.0,,,310.4,36.0,,,
2006-11-21,3.8,0.0,10.0,,,302.1,20.8,,,
2006-11-23,4.5,-1.0,11.0,,,,12.1,,,
2006-11-24,4.7,0.0,10.0,,,287.8,17.0,,,
2006-11-28,6.0,2.0,12.0,,,300.4,19.6,,,
2006-11-30,5.6,2.0,10.0,,,,,,,
2006-12-01,3.8,-1.0,7.0,,,,13.3,,,
2006-12-04,2.5,-4.0,11.0,,,,14.9,,,
2006-12-08,5.3,3.0,10.0,,,,15.9,,,
2006-12-09,4.0,0.0,9.0,,,300,17.6,,,
2006-12-10,3.8,-1.0,9.0,,,,15.4,,,
2006-12-12,4.2,2.0,7.0,,,304.7,18.8,,,
2006-12-18,2.6,1.0,5.0,,,312.1,28.5,,,
2006-12-19,5.0,1.0,11.0,,,312.8,15.8,,,
2006-12-20,2.6,-2.0,9.0,,,,13.3,,,
2006-12-21,1.6,-3.0,7.0,,,,12.1,,,
2006-12-24,1.0,-2.0,6.0,,,302,26.2,,,
2006-12-25,0.6,-4.0,7.0,,,,,,,
2006-12-26,0.0,-7.0,7.0,,,243.4,11.1,,,
2006-12-27,0.9,-5.0,7.0,,,,11.4,,,
2006-12-28,-0.3,-4.0,2.0,,,312.1,28.7,,,
2006-12-29,-3.0,-6.0,1.0,,,,,,,
2007-01-01,-2.4,-7.0,4.0,,,,16.1,,,
2007-01-04,-1.5,-7.0,6.0,,,292.2,13.3,,,
2007-01-05,-1.7,-6.0,3.0,,,,,,,
2007-01-08,1.6,-3.0,7.0,,,,21.6,,,
2007-01-09,2.8,-1.0,8.0,,,288.5,17.4,,,
2007-01-10,3.5,-2.0,8.0,,,302.2,22.7,,,
2007-01-11,1.0,-4.0,8.0,,,263.5,14.4,,,
2007-01-12,1.2,-5.0,7.0,,,,13.7,,,
2007-01-13,2.3,0.0,5.0,,,356.3,10.0,,,
2007-01-15,4.4,0.0,10.0,,,,,,,
2007-01-16,1.3,-5.0,7.0,,,,13.5,,,
2007-01-18,0.8,-4.0,8.0,,,296.5,17.3,,,
2007-01-19,-0.8,-7.0,7.0,,,,10.3,,,
2007-01-20,0.4,-6.0,9.0,,,265.2,12.9,,,
2007-01-21,1.7,-5.0,7.0,,,298.4,11.0,,,
2007-01-22,2.8,0.0,5.0,,,303.9,,,,
2007-01-24,4.3,-3.0,13.0,,,256.6,13.9,,,
2007-01-25,4.4,-2.0,14.0,,,286.4,15.3,,,
2007-01-27,5.3,-3.0,15.0,,,268,13.2,,,
2007-01-28,4.7,-3.0,14.0,,,,11.9,,,
2007-01-29,5.1,0.0,11.0,,,,12.6,,,
2007-01-30,7.3,-1.0,16.0,,,,13.8,,,
2007-02-05,7.9,3.0,14.0,,,292.2,26.1,,,
2007-02-06,6.4,0.0,12.0,,,302.1,14.6,,,
2007-02-07,9.1,6.0,12.0,,,35.4,15.5,,,
2007-02-08,5.0,2.0,9.0,,,292.4,24.7,,,
2007-02-09,6.6,1.0,14.0,,,,17.3,,,
2007-02-10,5.9,0.0,11.0,,,287.6,13.8,,,
2007-02-12,7.7,2.0,15.0,,,,15.4,,,
2007-02-17,7.1,3.0,11.0,,,298.8,20.7,,,
2007-02-18,5.4,1.0,11.0,,,301.5,21.5,,,
2007-02-20,5.4,1.0,11.0,,,270.4,14.2,,,
2007-02-22,9.2,1.0,17.0,,,294.5,18.8,,,
2007-02-23,11.3,7.0,17.0,,,,12.4,,,
2007-02-26,2.3,-1.0,8.0,,,,,,,
2007-02-27,0.1,-2.0,1.0,,,,15.3,,,
2007-03-04,8.5,1.0,15.0,,,,10.9,,,
2007-03-09,9.8,2.0,15.0,,,32.8,15.9,,,
2007-03-10,6.5,3.0,10.0,,,313,33.9,,,
2007-03-13,11.2,5.0,17.0,,,84.2,12.3,,,
2007-03-14,11.7,5.0,17.0,,,,14.1,,,
2007-03-19,8.2,1.0,14.0,,,297.5,23.5,,,
2007-03-20,10.1,4.0,16.0,,,,,,,
2007-03-21,9.5,4.0,15.0,,,275.1,21.1,,,
2007-03-22,10.9,5.0,17.0,,,306.8,23.2,,,
2007-03-23,12.2,5.0,19.0,,,,12.9,,,
2007-03-24,13.8,6.0,21.0,,,296,15.8,,,
2007-03-25,13.5,10.0,17.0,,,348.5,14.0,,,
2007-03-28,6.6,2.0,12.0,,,314.8,31.8,,,
2007-03-29,4.9,1.0,11.0,,,308.4,,,,
2007-04-01,8.0,2.0,14.0,,,83.2,13.5,,,
2007-04-02,9.5,7.0,13.0,,,,16.2,,,
2007-04-07,17.7,11.0,25.0,,,,,,,
2007-04-10,17.3,10.0,25.0,,,,18.8,,,
2007-04-14,16.4,11.0,23.0,,,,23.2,,,
2007-04-15,13.1,10.0,18.0,,,308.8,16.3,,,
2007-04-16,15.3,7.0,22.0,,,,13.6,,,
2007-04-17,18.1,11.0,24.0,,,,16.4,,,
2007-04-18,18.7,11.0,26.0,,,301.7,15.2,,,
2007-04-24,19.4,11.0,26.0,,,,,,,
2007-04-25,18.1,14.0,23.0,,,,,,,
2007-04-27,17.8,11.0,27.0,,,,,,,
2007-04-30,17.5,13.0,24.0,,,,15.4,,,
2007-05-07,20.6,15.0,28.0,,,320.3,25.8,,,
2007-05-08,21.0,13.0,28.0,,,,13.9,,,
2007-05-09,23.4,15.0,30.0,,,2.7,13.2,,,
2007-05-20,23.2,18.0,29.0,,,,,,,
2007-06-11,27.2,18.0,36.0,,,309.6,37.1,,,
2007-06-15,30.8,21.0,40.0,,,,,,,
2007-06-17,30.7,22.0,39.0,,,77.8,24.5,,,
2007-06-21,30.0,22.0,38.0,,,,24.2,,,
2007-06-22,29.0,21.0,39.0,,,321.5,31.6,,,
2007-06-25,29.3,22.0,37.0,,,319.8,28.5,,,
2007-06-29,27.7,21.0,35.0,,,7,23.9,,,
2007-07-02,32.8,25.0,39.0,,,115,23.4,,,
2007-07-09,29.3,22.0,36.0,,,75.3,25.5,,,
2007-07-10,29.3,21.0,37.0,,,358.7,,,,
2007-07-19,24.8,19.0,33.0,,,,,,,
2007-07-28,29.2,24.0,36.0,,,,27.4,,,
2007-07-29,27.9,22.0,35.0,,,,24.1,,,
2007-08-06,29.0,22.0,35.0,,,103.2,,,,
2007-08-10,31.1,24.0,38.0,,,27.1,17.8,,,
2007-08-13,29.8,22.0,37.0,,,70.7,14.1,,,
2007-08-16,30.8,21.0,38.0,,,,15.0,,,
2007-08-17,32.4,27.0,38.0,,,,18.0,,,
2007-08-27,29.3,23.0,35.0,,,,14.5,,,
2007-09-12,26.4,19.0,34.0,,,336.6,13.6,,,
2007-09-13,26.3,18.0,35.0,,,,13.6,,,
2007-09-14,26.5,18.0,35.0,,,298.6,13.4,,,
2007-09-20,24.5,17.0,33.0,,,340,21.2,,,
2007-09-25,22.0,13.0,31.0,,,,,,,
2007-10-01,19.2,13.0,25.0,,,,,,,
2007-10-06,18.6,11.0,26.0,,,,,,,
2007-10-11,17.7,10.0,25.0,,,,,,,
2007-10-13,19.4,12.0,28.0,,,311.4,13.5,,,
2007-10-14,20.5,11.0,30.0,,,,11.5,,,
2007-10-16,20.8,13.0,30.0,,,319.4,14.1,,,
2007-10-19,18.3,12.0,24.0,,,,,,,
2007-10-21,20.2,14.0,27.0,,,303.4,20.2,,,
2007-10-22,18.8,14.0,25.0,,,,,,,
2007-10-24,16.6,11.0,23.0,,,,,,,
2007-10-25,17.0,12.0,23.0,,,,12.9,,,
2007-10-26,15.4,9.0,23.0,,,,13.2,,,
2007-11-05,13.8,6.0,22.0,,,,,,,
2007-11-06,15.9,9.0,24.0,,,294.6,20.0,,,
2007-11-07,16.7,10.0,25.0,,,293.9,13.9,,,
2007-11-10,16.0,10.0,23.0,,,,,,,
2007-11-11,14.8,5.0,24.0,,,288.8,20.2,,,
2007-11-12,15.3,8.0,23.0,,,285.5,24.8,,,
2007-11-13,11.7,4.0,20.0,,,320,17.6,,,
2007-11-15,10.9,3.0,21.0,,,266.2,14.6,,,
2007-11-20,11.7,7.0,19.0,,,322,17.2,,,
2007-11-21,11.5,8.0,14.0,,,301,11.7,,,
2007-11-23,9.9,6.0,13.0,,,315.3,20.8,,,
2007-11-25,7.7,4.0,14.0,,,310.7,23.2,,,
2007-11-26,5.8,2.0,12.0,,,298.9,29.1,,,
2007-11-28,8.0,0.0,17.0,,,278.8,13.1,,,
2007-11-30,6.0,2.0,11.0,,,308.1,34.1,,,
2007-12-03,5.3,2.0,8.0,,,303.9,21.4,,,
2007-12-08,8.2,5.0,14.0,,,,15.2,,,
2007-12-10,6.0,1.0,13.0,,,289.1,14.4,,,
2007-12-13,5.6,-1.0,14.0,,,,,,,
2007-12-14,6.5,-1.0,13.0,,,,10.8,,,
2007-12-16,8.4,3.0,13.0,,,,,,,
2007-12-21,0.3,-3.0,4.0,,,272.2,13.3,,,
2007-12-24,1.0,-3.0,6.0,,,311.7,14.1,,,
2007-12-26,0.8,-4.0,6.0,,,,10.2,,,
2007-12-27,0.3,-4.0,5.0,,,264.9,13.5,,,
2007-12-29,-1.3,-5.0,4.0,,,251.5,10.4,,,
2007-12-30,-1.1,-7.0,3.0,,,,12.0,,,
2008-01-01,2.3,0.0,6.0,,,,8.8,,,
2008-01-03,1.7,0.0,5.0,,,,16.7,,,
2008-01-04,1.9,1.0,3.0,,,,13.6,,,
2008-01-05,3.0,0.0,7.0,,,,12.8,,,
2008-01-06,-3.5,-7.0,2.0,,,297.7,25.8,,,
2008-01-09,-12.0,-20.0,-5.0,,,,13.1,,,
2008-01-10,-11.6,-19.0,-4.0,,,278.5,16.7,,,
2008-01-11,-8.6,-16.0,-5.0,,,,,,,
2008-01-12,-6.6,-13.0,-3.0,,,295.8,19.4,,,
2008-01-13,-9.7,-14.0,-4.0,,,268.9,14.3,,,
2008-01-15,-10.8,-16.0,-5.0,,,267.5,22.2,,,
2008-01-16,-11.3,-16.0,-5.0,,,275.4,20.0,,,
2008-01-19,-11.0,-16.0,-3.0,,,271.7,16.0,,,
2008-01-22,-9.6,-15.0,-3.0,,,,,,,
2008-01-23,-9.0,-16.0,-4.0,,,,13.3,,,
2008-01-24,-3.6,-9.0,0.0,,,286.2,15.1,,,
2008-01-25,-6.8,-12.0,0.0,,,,,,,
2008-01-26,-5.5,-12.0,1.0,,,,11.9,,,
2008-01-27,-3.4,-9.0,0.0,,,282.1,15.9,,,
2008-01-28,-4.8,-10.0,3.0,,,275,21.3,,,
2008-01-29,-4.2,-9.0,2.0,,,257.1,15.9,,,
2008-01-30,-5.4,-13.0,0.0,,,274.7,17.3,,,
2008-01-31,0.1,-4.0,5.0,,,,,,,
2008-02-01,-0.5,-4.0,2.0,,,,,,,
2008-02-02,-2.9,-7.0,3.0,,,302.4,19.8,,,
2008-02-09,1.5,-2.0,5.0,,,290.1,15.9,,,
2008-02-12,4.3,1.0,8.0,,,127,14.3,,,
2008-02-14,4.6,1.0,10.0,,,,10.4,,,
2008-02-16,4.3,0.0,11.0,,,,,,,
2008-02-20,4.7,1.0,8.0,,,,,,,
2008-02-23,3.3,-4.0,10.0,,,232.8,11.8,,,
2008-02-26,8.5,3.0,12.0,,,,,,,
2008-02-27,9.8,3.0,16.0,,,,,,,
2008-02-28,8.6,3.0,16.0,,,,,,,
2008-02-29,10.4,3.0,18.0,,,297.8,23.3,,,
2008-03-01,12.0,4.0,20.0,,,,21.8,,,
2008-03-02,13.0,7.0,19.0,,,318.8,18.5,,,
2008-03-06,9.2,0.0,18.0,,,,14.9,,,
2008-03-07,11.1,1.0,21.0,,,,12.4,,,
2008-03-08,12.8,4.0,22.0,,,296.1,18.2,,,
2008-03-09,13.5,6.0,22.0,,,,16.4,,,
2008-03-10,13.9,3.0,23.0,,,249,14.1,,,
2008-03-12,16.3,12.0,21.0,,,291.9,26.2,,,
2008-03-15,13.7,8.0,23.0,,,272.4,32.2,,,
2008-03-16,11.2,5.0,18.0,,,303.7,28.4,,,
2008-03-17,13.6,7.0,21.0,,,296.3,26.2,,,
2008-03-18,14.0,5.0,21.0,,,217.1,13.2,,,
2008-03-19,16.2,8.0,24.0,,,,,,,
2008-03-20,16.6,10.0,24.0,,,292.1,20.4,,,
2008-03-22,20.3,14.0,28.0,,,287.7,37.7,,,
2008-03-26,21.1,13.0,29.0,,,308.6,17.3,,,
2008-03-27,21.3,15.0,28.0,,,,15.9,,,
2008-03-28,20.9,15.0,28.0,,,306.9,16.1,,,
2008-03-29,22.8,14.0,30.0,,,23,19.1,,,
2008-03-30,21.7,15.0,30.0,,,301.4,20.5,,,
2008-03-31,23.5,17.0,29.0,,,,,,,
2008-04-01,21.4,17.0,28.0,,,,,,,
2008-04-02,18.9,13.0,26.0,,,310.5,32.7,,,
2008-04-03,17.0,12.0,23.0,,,299.6,33.3,,,
2008-04-05,16.3,10.0,21.0,,,,,,,
2008-04-06,17.5,11.0,24.0,,,,15.1,,,
2008-04-07,16.9,9.0,24.0,,,75,14.0,,,
2008-04-08,14.5,11.0,21.0,,,301.7,22.1,,,
2008-04-09,15.2,10.0,22.0,,,295.5,15.7,,,
2008-04-10,15.8,10.0,22.0,,,296.6,19.4,,,
2008-04-11,17.5,11.0,24.0,,,293.9,25.5,,,
2008-04-12,17.8,11.0,22.0,,,279.4,,,,
2008-04-13,18.1,11.0,25.0,,,299.9,28.3,,,
2008-04-16,20.6,12.0,29.0,,,332.2,11.8,,,
2008-04-17,22.0,13.0,29.0,,,,13.1,,,
2008-04-18,20.0,13.0,27.0,,,307.9,29.2,,,
2008-04-19,17.2,9.0,25.0,,,329.5,22.8,,,
2008-04-23,22.5,13.0,31.0,,,,15.4,,,
2008-04-24,23.2,14.0,32.0,,,,,,,
2008-04-27,26.3,16.0,34.0,,,,14.7,,,
2008-04-29,26.8,16.0,33.0,,,,15.5,,,
2008-04-30,25.8,22.0,31.0,,,,23.5,,,
2008-05-01,23.0,17.0,29.0,,,313.7,25.2,,,
2008-05-02,23.1,19.0,28.0,,,288.4,23.7,,,
2008-05-04,21.1,13.0,28.0,,,303.9,17.1,,,
2008-05-06,23.0,17.0,29.0,,,293.7,21.1,,,
2008-05-07,22.8,16.0,29.0,,,,,,,
2008-05-08,22.3,15.0,28.0,,,300.3,20.4,,,
2008-05-09,23.1,17.0,29.0,,,266.5,19.5,,,
2008-05-10,17.3,14.0,22.0,,,337.2,18.6,,,
2008-05-11,19.2,8.0,29.0,,,300.9,18.2,,,
2008-05-12,21.4,13.0,29.0,,,296.4,19.2,,,
2008-05-13,22.3,16.0,29.0,,,298,16.9,,,
2008-05-14,22.8,15.0,28.0,,,278.1,21.7,,,
2008-05-18,25.9,19.0,33.0,,,315.6,21.1,,,
2008-05-19,23.7,18.0,30.0,,,310,,,,
2008-05-20,24.4,18.0,32.0,,,312.6,22.4,,,
2008-05-21,23.9,15.0,31.0,,,305.5,31.8,,,
2008-05-22,23.8,17.0,31.0,,,313.8,28.4,,,
2008-05-24,25.9,16.0,34.0,,,345.3,14.7,,,
2008-05-25,26.9,18.0,34.0,,,,13.6,,,
2008-05-29,26.3,20.0,32.0,,,290.5,23.2,,,
2008-05-30,26.3,18.0,32.0,,,320.1,19.7,,,
2008-06-02,29.3,21.0,36.0,,,313.3,17.7,,,
2008-06-03,29.2,23.0,37.0,,,,23.3,,,
2008-06-05,25.7,16.0,35.0,,,,,,,
2008-06-06,28.1,19.0,36.0,,,329.9,19.2,,,
2008-06-07,29.6,22.0,37.0,,,,21.8,,,
2008-06-09,25.0,18.0,35.0,,,311.7,44.4,,,
2008-06-11,29.3,21.0,36.0,,,,17.6,,,
2008-06-13,28.9,23.0,34.0,,,,,,,
2008-06-14,27.4,20.0,34.0,,,324.4,22.2,,,
2008-06-15,27.3,19.0,35.0,,,,20.5,,,
2008-06-16,28.8,19.0,38.0,,,46.6,20.8,,,
2008-06-17,29.6,21.0,39.0,,,,28.3,,,
2008-06-19,25.6,19.0,34.0,,,312.2,40.6,,,
2008-06-21,29.0,20.0,38.0,,,,21.8,,,
2008-06-22,29.4,20.0,37.0,,,,,,,
2008-06-30,28.6,22.0,37.0,,,331.1,30.1,,,
2008-07-04,31.5,26.0,37.0,,,,20.5,,,
2008-07-05,27.6,20.0,36.0,,,318.5,34.4,,,
2008-07-06,28.9,21.0,37.0,,,,,,,
2008-07-07,30.9,24.0,39.0,,,,,,,
2008-08-04,31.0,21.0,39.0,,,,19.0,,,
2008-08-22,28.8,21.0,35.0,,,,15.4,,,
2008-08-23,28.0,19.0,35.0,,,,16.9,,,
2008-08-25,30.0,22.0,39.0,,,294.8,17.5,,,
2008-08-29,28.5,22.0,35.0,,,344.6,19.5,,,
2008-08-30,29.6,23.0,36.0,,,252.7,13.4,,,
2008-08-31,30.4,21.0,40.0,,,,11.9,,,
2008-09-01,30.6,23.0,39.0,,,11.1,16.0,,,
2008-09-02,28.7,21.0,37.0,,,,17.9,,,
2008-09-08,27.6,19.0,34.0,,,,14.1,,,
2008-09-09,28.3,21.0,34.0,,,,17.9,,,
2008-09-10,26.5,22.0,33.0,,,300.8,24.5,,,
2008-09-13,26.0,19.0,34.0,,,,12.2,,,
2008-09-14,26.6,18.0,34.0,,,,13.7,,,
2008-09-15,27.6,21.0,36.0,,,3,17.1,,,
2008-09-17,26.0,20.0,33.0,,,345.7,26.2,,,
2008-09-18,25.0,18.0,31.0,,,22.1,14.4,,,
2008-09-23,25.0,16.0,33.0,,,,14.3,,,
2008-09-27,23.3,17.0,30.0,,,304.3,22.5,,,
2008-09-28,23.5,17.0,30.0,,,307.4,21.4,,,
2008-09-29,22.5,18.0,28.0,,,299.5,23.5,,,
2008-09-30,20.8,14.0,28.0,,,16.1,18.2,,,
2008-10-01,21.6,13.0,30.0,,,314.7,22.4,,,
2008-10-02,20.0,13.0,28.0,,,309.2,28.3,,,
2008-10-03,20.2,13.0,27.0,,,,,,,
2008-10-07,22.6,15.0,31.0,,,311.7,16.2,,,
2008-10-12,21.4,15.0,30.0,,,345.5,13.9,,,
2008-10-13,22.6,15.0,31.0,,,292.3,,,,
2008-10-14,24.3,16.0,32.0,,,289.9,17.9,,,
2008-10-15,21.9,16.0,29.0,,,,,,,
2008-10-16,20.2,15.0,27.0,,,,,,,
2008-10-19,18.9,13.0,27.0,,,,16.7,,,
2008-10-20,17.5,12.0,24.0,,,352.9,17.9,,,
2008-10-21,17.3,10.0,24.0,,,318.8,13.0,,,
2008-10-24,17.1,11.0,24.0,,,296.9,14.5,,,
2008-10-26,17.2,13.0,20.0,,,302.8,20.9,,,
2008-10-27,13.4,10.0,18.0,,,305.9,33.1,,,
2008-10-29,14.0,10.0,19.0,,,263.8,16.1,,,
2008-10-31,11.6,8.0,16.0,,,281.3,15.8,,,
2008-11-01,10.3,8.0,13.0,,,315.8,17.6,,,
2008-11-03,10.0,8.0,12.0,,,292.8,11.7,,,
2008-11-04,11.9,9.0,15.0,,,295.3,23.4,,,
2008-11-06,11.4,7.0,16.0,,,301.8,22.6,,,
2008-11-07,12.1,7.0,18.0,,,287.8,20.5,,,
2008-11-08,11.1,6.0,18.0,,,309.8,20.7,,,
2008-11-09,10.3,6.0,16.0,,,304.5,15.8,,,
2008-11-13,6.6,0.0,13.0,,,,,,,
2008-11-14,6.4,-1.0,13.0,,,,,,,
2008-12-04,6.8,2.0,13.0,,,296.9,22.7,,,
2008-12-06,5.4,-1.0,12.0,,,287.2,15.0,,,
2008-12-07,4.1,-1.0,12.0,,,,12.2,,,
2008-12-10,5.6,-1.0,14.0,,,254.9,12.0,,,
2008-12-13,3.8,0.0,9.0,,,,,,,
2008-12-15,2.3,-3.0,9.0,,,,,,,
2008-12-16,1.0,-3.0,5.0,,,308.2,22.5,,,
2008-12-18,-0.1,-4.0,5.0,,,288.5,17.2,,,
2008-12-20,-0.9,-6.0,6.0,,,,11.4,,,
2008-12-21,2.3,-3.0,6.0,,,,9.2,,,
2008-12-28,5.0,1.0,11.0,,,299.7,18.2,,,
2008-12-31,4.3,0.0,8.0,,,313.6,11.2,,,
2009-01-04,-0.2,-7.0,8.0,,,269.6,10.7,,,
2009-01-06,2.9,-5.0,12.0,,,,15.1,,,
2009-01-09,5.6,1.0,12.0,,,295.4,16.1,,,
2009-01-11,2.0,-3.0,9.0,,,,11.3,,,
2009-01-13,-0.2,-2.0,4.0,,,298.6,26.4,,,
2009-01-16,2.4,-3.0,10.0,,,283.4,17.2,,,
2009-01-17,1.5,-4.0,10.0,,,277.4,13.3,,,
2009-01-20,5.5,-1.0,12.0,,,287.9,13.7,,,
2009-01-21,5.5,-2.0,11.0,,,,14.8,,,
2009-01-25,2.0,-2.0,7.0,,,268,14.2,,,
2009-01-26,6.3,-1.0,14.0,,,,17.0,,,
2009-01-28,7.8,3.0,14.0,,,277.8,23.3,,,
2009-01-29,6.9,1.0,15.0,,,,13.8,,,
2009-01-30,6.5,3.0,11.0,,,,12.8,,,
2009-02-03,6.9,3.0,11.0,,,305.7,19.6,,,
2009-02-05,3.0,-2.0,8.0,,,,8.3,,,
2009-02-06,4.1,-2.0,10.0,,,,10.9,,,
2009-02-07,4.6,1.0,8.0,,,,9.3,,,
2009-02-08,7.0,1.0,13.0,,,,,,,
2009-02-09,8.8,1.0,16.0,,,276.4,16.9,,,
2009-02-10,9.8,7.0,12.0,,,,14.6,,,
2009-02-11,8.1,6.0,11.0,,,300.8,19.2,,,
2009-02-13,8.7,2.0,17.0,,,315.9,17.7,,,
