date, pm25, pm10, o3, no2, so2, co
2015/5/7, 74, 68, 15, 31, 15, 19
2015/5/8, 54, 58, 18, 33, 19, 23
2015/5/9, 58, 67, 18, 29, 20, 24
2015/5/10, 64, 61, 18, 30, 15, 26
2015/5/11, 61, 66, 17, 31, 15, 19
2015/5/12, 62, 76, 18, 42, 17, 19
2015/5/13, 79, 84, 19, 41, 19, 22
2015/5/14, 84, 111, 17, 26, 19, 21
2015/5/15, 107, 86, 17, 27, 14, 27
2015/5/16, 75, 60, 17, 28, 17, 18
2015/5/17, 44, 74, 19, 46, 20, 31
2015/5/18, 74, 75, 18, 44, 20, 17
2015/5/19, 71, 77, 17, 39, 21, 18
2015/5/20, 74, 81, 21, 31, 21, 17
2015/5/21, 99, , 20, 32, 17, 18
2015/5/22, 77, , 24, 32, 18, 15
2015/5/23, 74, 72, 20, 31, 18, 20
2015/5/24, 71, 73, 21, 43, 18, 30
2015/5/25, 74, 71, 21, 35, 17, 22
2015/5/26, 69, 75, 20, 36, 17, 22
2015/5/27, 70, 86, 17, 33, 18, 31
2015/5/28, 83, , 19, 25, 17, 22
2015/5/29, 88, , 16, 25, 14, 17
2015/5/30, 142, , 19, 25, 16, 18
2015/6/1, 95, 87, 18, 34, 19, 16
2015/6/2, 90, 106, 18, 26, 18, 17
2015/6/3, 100, 91, 17, 19, 16, 18
2015/6/4, 79, 65, 18, 28, 16, 22
2015/6/5, 63, 67, 16, 25, 17, 17
2015/6/6, 65, , 17, 31, 19, 18
2015/6/7, 75, , 20, 26, 16, 18
2015/6/8, 160, , 21, 31, 20, 24
2015/6/9, 127, , 18, 31, 19, 36
2015/6/10, 108, 83, 82, 53, 18, 78
2015/6/11, 89, 80, , 51, 16, 174
2015/6/12, 77, 86, , 48, 16, 22
2015/6/26, 75, 95, , 49, 16, 21
2015/6/27, 74, 112, , 47, 19, 17
2015/6/28, 99, 102, , 73, 22, 20
2015/6/29, 102, 117, , 85, 23, 22
2015/6/30, 116, 115, 23, 76, 19, 14
2015/2/7, 73, 78, 26, 55, 26, 30
2015/2/8, 112, 72, 19, 44, 24, 25
2015/2/9, 76, 114, 20, 43, 26, 27
2015/2/10, 138, 75, 18, 38, 19, 16
2015/2/11, 102, 59, 20, 32, 17, 14
2015/2/12, 70, 82, 33, 29, 16, 24
2015/2/13, 97, 103, 33, 43, 21, 29
2015/2/14, 104, 102, 25, 38, 21, 17
2015/2/15, 109, 86, 28, 32, 22, 20
2015/2/16, 92, 73, 30, 39, 20, 17
2015/2/17, 90, 85, 30, 42, 19, 13
2015/2/18, 110, 60, 27, 31, 19, 15
2015/2/19, 66, 51, 28, 34, 16, 18
2015/2/20, 75, 37, 29, 27, 15, 15
2015/2/21, 48, 56, 32, 26, 16, 18
2015/2/22, 57, 59, 24, 29, 19, 20
2015/2/23, 60, 73, 26, 31, 23, 21
2015/2/24, 64, 76, 26, 34, 30, 19
2015/2/25, 94, 68, 26, 35, 28, 16
2015/2/26, 94, 59, 33, 40, , 49
2015/2/27, 77, 70, 38, 49, 32, 75
2015/2/28, 91, 85, 46, 52, 26, 127
2015/3/1, 110, 82, 32, 43, 26, 8
2015/3/2, 102, 65, 34, 34, 24, 18
2015/3/3, 70, 60, 31, 30, 22, 18
2015/3/4, 53, 59, 28, 29, 22, 17
2015/3/5, 54, 77, 29, 24, 18, 15
2015/3/6, 39, 91, 28, 31, 27, 23
2015/3/7, 72, 92, 26, 38, 36, 21
2015/3/8, 120, 96, 28, 40, 26, 14
2015/3/9, 111, 189, 27, 29, 18, 21
2015/3/10, 131, 66, 21, 26, 19, 19
2015/3/11, 68, 79, 29, 37, 28, 20
2015/3/12, 115, , 32, 48, 29, 25
2015/3/13, 131, , 33, 49, 23, 19
2015/3/14, 103, , 34, 53, 26, 24
2015/3/15, 126, 61, 34, 40, 19, 19
2015/3/16, 79, 57, 35, 39, 21, 23
2015/3/17, 75, 72, 35, 38, 25, 21
2015/3/18, 117, 70, 35, 36, 25, 18
2015/3/19, 89, 54, 35, 29, 23, 18
2015/3/20, 73, 51, 41, 33, 20, 23
2015/3/21, 79, 51, 42, 32, 20, 20
2015/3/22, 64, 26, 44, 23, 15, 22
2015/3/23, 32, 26, 35, 25, 17, 23
2015/3/24, 24, 46, 34, 31, 26, 20
2015/3/25, 61, 37, 34, 26, 19, 10
2015/3/26, 41, 29, 36, 22, 16, 14
2015/3/27, 45, 44, 36, 29, 18, 19
2015/3/28, 65, 52, 36, 44, 19, 23
2015/3/29, 68, 54, 36, 41, 19, 17
2015/3/30, 63, 60, 40, 28, 19, 11
2015/3/31, 67, 36, , 19, 15, 15
2021/6/4, , 59, , 26, 5, 8
2020/11/6, , 93, , 37, 6, 10
2020/12/20, , 74, , 44, 13, 18
2019/12/31, , 70, 11, 51, 13, 18
2020/2/7, , 64, 24, 44, 16, 17
2019/11/18, , 54, 4, 49, 6, 15
2019/7/13, , 70, 153, 64, 7, 16
2019/7/26, , 66, 28, 46, 8, 10
2019/4/28, , , , , , 
2018/12/31, , , , , , 
2018/10/10, , 71, 25, 43, 7, 104
2018/7/18, , 71, 47, , 15, 22
2018/7/19, , 75, 52, , 17, 29
2018/7/20, , 68, 45, , 15, 28
2018/4/19, , 72, 26, , , 
2018/4/20, , 85, 14, , , 
2018/4/21, , 88, 15, , , 
2018/4/22, , 63, 7, , , 
2018/4/23, , 54, 21, , , 
2018/4/24, , 66, 26, , , 
2018/4/25, , 66, 21, , , 
2018/4/26, , 58, 21, , , 
2018/4/27, , 79, 22, , , 
2018/4/28, , 79, 19, , , 
2018/4/29, , 60, 23, , , 
2018/4/30, , 55, 16, , , 
2018/5/1, , 62, 27, , , 
2018/5/2, , 68, 24, , , 
2018/5/3, , 56, 24, , , 
2018/5/4, , 59, 24, , , 
2018/5/5, , 68, 21, , , 
2018/5/6, , 88, 20, , , 
2018/5/7, , 91, 15, , , 
2018/5/8, , 53, 14, , , 
2018/5/9, , 58, 23, , , 
2018/5/10, , 42, 27, , , 
2018/5/11, , 101, 19, , , 
2018/5/12, , 79, 21, , , 
2018/5/13, , 67, 24, , , 
2018/5/14, , 58, 25, , , 
2018/5/15, , 56, 23, , , 
2018/5/16, , 49, 28, , , 
2018/5/17, , 52, 33, , , 
2018/5/18, , 56, 30, , , 
2018/5/19, , 59, 33, , , 
2018/5/20, , 59, 34, , , 
2018/5/21, , 67, 24, , , 
2018/5/22, , 60, 25, , , 
2018/5/23, , 59, 23, , , 
2018/5/24, , 77, 32, , , 
2018/5/25, , 97, 24, , , 
2018/5/26, , 89, 27, , , 
2018/5/27, , 77, 32, , , 
2018/5/28, , 83, 37, , , 
2018/5/29, , 94, 26, , , 
2018/5/30, , 86, 24, , , 
2018/5/31, , 75, 17, , , 
2018/6/1, , 77, 19, , , 
2018/6/2, , 58, 6, , , 
2018/6/7, , 63, 23, 30, 6, 
2018/6/8, , 82, 35, 43, 8, 1
2018/6/9, , 70, 34, , , 
2018/6/10, , 79, 34, , , 
2018/6/11, , 64, 30, , , 
2018/6/12, , 56, 27, , , 
2018/6/13, , 70, 37, , , 
2018/6/14, , 56, 44, 30, 6, 7
2017/12/31, , 100, 10, 60, 25, 19
2018/3/2, , 73, 14, 34, , 
2017/10/18, , 81, 7, 43, 17, 
2017/4/5, , 50, 41, 15, 15, 
2017/2/1, , 46, 8, 13, 8, 
2017/2/2, , 33, 13, 16, , 
2016/10/22, , 77, , 19, , 
2016/11/29, , 119, 16, 51, , 
2016/11/30, , 112, , 64, , 
2016/12/1, , 86, , 50, , 
2016/12/2, , 64, , 37, , 
2016/12/3, , 73, , 27, , 
2016/12/4, , 95, , 29, , 
2016/8/30, , 73, 46, 32, , 
2016/6/11, , 69, 42, 20, , 21
2016/1/30, , 71, , 38, 30, 20
2016/1/31, , 64, , 33, 31, 23
2015/10/8, , 91, , 33, , 15
2015/10/9, , 66, , 29, , 25
2015/10/10, , 65, , 29, , 21
2015/10/11, , 71, , 37, , 30
2015/10/12, , 73, , 51, , 16
2015/10/13, , 79, , 57, , 30
2015/11/11, , 35, 16, 26, , 48
2015/11/12, , 42, 15, 23, , 26
2015/11/29, , 74, 121, 43, 20, 45
2015/11/30, , 73, , 44, 20, 27
2015/12/2, , 37, , 38, 12, 21
2015/12/3, , 54, , 37, 15, 15
2015/12/4, , 35, , 27, 13, 17
2015/12/5, , 63, , 31, 24, 19
2015/12/6, , 49, , 28, 20, 18
2015/12/7, , 48, , 41, 16, 26
2015/12/11, , 58, , 24, 19, 17
2015/12/12, , 87, , 43, 22, 22
2015/12/13, , 101, , 48, 23, 18
2016/1/1, , 45, , 31, 19, 19
2015/7/9, , 75, 36, 48, 15, 15
2015/7/10, , 82, 35, 45, 16, 17
2015/7/11, , 83, 33, 46, 18, 17
2015/7/12, , 77, 33, 47, 20, 17
2015/7/13, , 85, 34, 49, 24, 33
2015/7/14, , 87, 34, 58, 22, 52
2015/7/17, , 131, 38, 39, 14, 18
2015/7/18, , 167, 36, 25, 14, 14
2015/7/19, , 113, 57, 26, 15, 17
2015/7/20, , 102, 59, 32, 15, 19
2015/7/21, , 80, 61, 47, 17, 22
2015/7/22, , 79, 68, 58, 20, 19
2015/7/23, , 82, 77, 43, 16, 14
2015/7/24, , 65, 79, 56, 16, 17
2015/7/25, , 70, 54, 57, 18, 15
2015/7/26, , 72, 55, 55, 18, 20
2015/7/27, , 67, 62, 50, 17, 18
2015/8/21, , 101, , 48, 17, 8
2015/8/22, , 133, , 46, 18, 14
2015/8/23, , 96, , 50, 20, 20
2015/8/24, , 100, , 50, 19, 16
2015/8/25, , 152, , 34, 17, 17
2015/8/26, , 102, , 39, 17, 22
2015/8/27, , 103, , 35, 15, 18
2015/8/28, , 79, , 38, 17, 15
2015/8/29, , 72, , 36, 21, 14
2015/8/30, , 70, , 42, 19, 20
2015/8/31, , 107, 31, 40, 17, 13
2015/9/3, , 66, , 37, 15, 21
2015/9/25, , 54, , 30, 19, 16
2015/9/26, , 59, , 27, 21, 22
2015/5/1, , 96, 13, 29, 14, 19
2015/5/31, , 78, 20, 34, 17, 18
2015/6/13, , 142, , 39, 15, 13
2015/6/14, , 127, , 51, 19, 17
2015/6/15, , 144, 70, 39, 17, 17
2015/6/16, , 128, 26, 53, 18, 15
2015/6/17, , 98, , 52, 18, 18
2015/6/18, , 80, , 37, 17, 16
2015/6/19, , 68, , 51, 19, 17
2015/6/20, , 76, , 86, 21, 17
2015/6/24, , 86, , 39, 20, 16
2015/6/25, , 80, , 35, 17, 17
2015/2/6, , 60, 27, 41, 27, 27
2020/1/11, , , 4, 52, 16, 23
2017/9/20, , , 28, 33, 8, 10
2017/9/22, , , 42, 49, 11, 20
2017/9/23, , , 33, 65, 19, 34
2017/9/24, , , 26, 55, 20, 30
2017/9/25, , , 29, 52, 17, 27
2017/1/29, , , 14, 7, 9, 
2016/6/10, , , 55, 19, , 21
2015/11/13, , , 143, 27, , 24
2015/11/22, , , 41, 104, , 47
2015/11/28, , , 47, 47, , 45
2016/10/16, , , , 18, , 
2016/10/17, , , , 23, , 
2016/10/18, , , , 20, , 
2016/10/19, , , , 20, , 
2016/10/20, , , , 25, , 
2016/10/21, , , , 24, , 
2015/10/14, , , , 44, , 23
2015/10/15, , , , 23, , 20
2015/10/16, , , , 23, , 14
2015/10/17, , , , 23, , 19
2015/10/18, , , , 32, , 26
2015/10/19, , , , 45, , 24
2015/10/20, , , , 37, , 17
2015/10/21, , , , 27, , 22
2015/10/22, , , , 26, , 20
2015/10/23, , , , 25, , 8
2015/10/24, , , , 40, , 13
2015/10/25, , , , 55, , 16
2015/10/26, , , , 60, , 26
2015/10/27, , , , 56, , 22
2015/10/28, , , , 48, , 20
2015/10/29, , , , 34, , 15
2015/10/30, , , , 27, , 9
2015/10/31, , , , 21, , 35
2015/11/1, , , , 18, , 24
2015/11/2, , , , 19, , 8
2015/11/3, , , , 31, , 26
2015/11/4, , , , 40, , 31
2015/11/5, , , , 39, , 18
2015/11/6, , , , 36, , 16
2015/11/7, , , , 33, , 12
2015/11/8, , , , 30, , 16
2015/11/9, , , , 32, , 19
2015/11/10, , , , 27, , 17
2015/11/14, , , , 25, , 15
2015/11/15, , , , 33, , 26
2015/11/16, , , , 35, , 43
2015/11/17, , , , 37, , 23
2015/11/18, , , , 35, , 17
2015/11/19, , , , 28, , 17
2015/11/20, , , , 27, , 20
2015/11/21, , , , 96, , 23
2015/11/25, , , , 67, , 54
2015/6/21, , , , 61, 21, 16
2015/6/22, , , , 62, 19, 17
2015/6/23, , , , 46, 21, 18
