date, pm25, pm10, o3, no2, so2, co
2018/7/2, 67, , , 24, 2, 12
2018/7/3, 48, , , 36, 5, 14
2018/7/4, 56, , , 38, 5, 9
2018/7/5, 62, , , 37, 4, 6
2018/7/6, 53, , , 48, 5, 9
2018/7/7, 57, , , 53, 6, 15
2018/7/8, 72, , , 44, 9, 18
2018/7/9, 74, , , 49, 4, 13
2018/7/10, 73, , , 41, 5, 8
2018/7/11, 70, , , 42, 6, 10
2018/7/12, 70, , , 36, 4, 5
2018/7/13, 58, , , 41, 7, 9
2018/7/14, 63, , , 38, 5, 10
2018/7/15, 63, , , 40, 5, 10
2018/7/16, 78, , , 41, 5, 20
2018/7/17, 83, , , 42, 3, 20
2018/7/18, 83, , , 38, 5, 11
2018/7/19, 63, , , 35, 7, 3
2018/7/20, 71, , , 34, 6, 7
2018/7/21, 75, , , 39, 7, 10
2018/7/22, 73, , , 45, 6, 14
2018/7/23, 92, , , 46, 4, 18
2018/7/24, 119, , , 59, 5, 21
2018/7/25, 90, , , 54, 4, 15
2018/7/26, 74, , , 46, 4, 13
2018/7/27, 73, , , 43, 5, 8
2018/7/28, 64, , , 73, 8, 14
2018/7/29, 82, , , 76, 7, 18
2018/7/30, 77, , , 69, 6, 16
2018/7/31, 63, , , 63, 7, 14
2018/8/1, 56, 53, , 48, 3, 12
2018/8/2, 77, 37, , 36, 2, 9
2018/8/3, 42, 45, , 45, 3, 10
2018/8/4, 48, 51, , 51, 5, 7
2018/8/5, 56, 53, , 61, 5, 21
2018/8/6, 71, 61, , 56, 5, 17
2018/8/7, 82, 58, , 37, 3, 20
2018/8/8, 73, 59, , 37, 3, 12
2018/8/9, 55, 55, , 33, 5, 4
2018/8/10, 52, 60, , 43, 4, 15
2018/8/11, 68, 72, , 41, 3, 15
2018/8/12, 72, 68, , 37, 4, 14
2018/8/13, 75, 68, , 42, 3, 13
2018/8/14, 69, 68, , 41, 4, 10
2018/8/15, 78, 66, , 41, 4, 12
2018/8/16, 66, 59, , 35, 3, 7
2018/8/17, 57, 63, , 39, 3, 11
2018/8/18, 56, 74, , 50, 5, 18
2018/8/19, 84, 123, , 40, 3, 22
2018/8/20, 93, 70, , 34, 3, 12
2018/8/21, 64, 63, , 37, 4, 14
2018/8/22, 56, 60, , 33, 3, 9
2018/8/23, 57, 54, , 34, 3, 6
2018/8/24, 53, 59, , 43, 5, 13
2018/8/25, 63, 61, , 51, 4, 23
2018/8/26, 72, 54, , 41, 3, 12
2018/8/27, 51, 55, , 44, 4, 9
2018/8/28, 55, 59, , 53, 4, 17
2018/8/29, 63, 64, , 42, 5, 9
2018/8/30, 70, 62, , 45, 4, 12
2018/8/31, 63, 61, , 43, 4, 14
2018/9/1, 69, 63, , 32, 2, 9
2018/9/2, 69, 66, , 37, 3, 16
2018/9/3, 60, 28, , 44, 3, 17
2018/9/4, 63, 198, , 45, 4, 18
2018/9/5, 64, 46, , 42, 3, 10
2018/9/6, 59, 58, , 36, 3, 12
2018/9/7, 63, 51, , 45, 4, 15
2018/9/8, 62, 58, , 44, 4, 12
2018/9/9, 63, 61, , 45, 6, 16
2018/9/10, 72, 37, , 43, 4, 12
2018/9/11, 57, , , 47, 4, 23
2018/9/12, 62, 82, , 45, 4, 19
2018/9/13, 70, 62, , 46, 5, 12
2018/9/14, 80, 54, , 59, 4, 21
2018/9/15, 73, 58, , 62, 4, 21
2018/9/16, 78, 52, , 42, 4, 16
2018/9/17, 60, 51, , 43, 3, 22
2018/9/18, 56, 64, , 31, 2, 10
2018/9/19, 70, 47, , 21, 3, 10
2018/9/20, 63, 17, , 23, 3, 10
2018/9/21, 29, 31, , 38, 3, 13
2018/9/22, 47, 38, , 36, 3, 10
2018/9/23, 38, 49, , 38, 3, 15
2018/9/24, 58, 29, , 33, 2, 14
2018/9/25, 34, 37, , 44, 3, 11
2018/9/26, 55, 23, , 36, 2, 14
2018/9/27, 39, 27, , 35, 3, 9
2018/9/28, 36, 27, , 32, 3, 13
2018/9/29, 31, 38, , 41, 4, 13
2018/9/30, 44, 43, , 40, 4, 15
2018/4/1, 43, , 44, 31, 4, 13
2018/4/2, 66, , 34, 32, 3, 14
2018/4/3, 42, , 38, 35, 4, 14
2018/4/4, 26, , 41, 27, 3, 11
2018/4/5, 36, , 60, 28, 3, 19
2018/4/6, 50, , 96, 34, 3, 19
2018/4/7, 49, , 82, 40, 5, 24
2018/4/8, 50, , 53, 39, 3, 19
2018/4/9, 43, , 43, 35, 4, 15
2018/4/10, 39, , 44, 33, 2, 14
2018/4/11, 26, , 86, 43, 4, 15
2018/4/12, 53, , 138, 34, 4, 12
2018/4/13, 41, , , 34, 2, 12
2018/4/14, 39, , , 33, 2, 14
2018/4/15, 22, , , 39, 2, 22
2018/4/16, 23, , , 47, 4, 20
2018/4/17, 55, , , 52, 3, 23
2018/4/18, 56, , , 51, 4, 16
2018/4/19, 50, , , 56, 3, 18
2018/4/20, 57, , , 51, 4, 21
2018/4/21, 70, , , 32, 3, 20
2018/4/22, 91, , , 37, 2, 16
2018/4/23, 68, , , 51, 4, 29
2018/4/24, 42, , , 40, 3, 18
2018/4/25, 38, , , 37, 3, 13
2018/4/26, 42, , , 34, 3, 13
2018/4/27, 53, , , 39, 5, 20
2018/4/28, 70, , , 39, 4, 26
2018/4/29, 72, , , 38, 3, 19
2018/4/30, 30, , , 49, 3, 21
2018/5/1, 51, , , 35, 3, 11
2018/5/2, 49, , , 34, 3, 13
2018/5/3, 47, , , 37, 3, 18
2018/5/4, 43, , , 46, 2, 21
2018/5/5, 41, , , 45, 3, 21
2018/5/6, 40, , , 43, 3, 19
2018/5/7, 72, , , 42, 3, 14
2018/5/8, 87, , , 35, 3, 21
2018/5/9, 39, , , 31, 2, 15
2018/5/10, 34, , , 29, 2, 13
2018/5/11, 28, , , 36, 2, 16
2018/5/12, 68, , , 43, 2, 19
2018/5/13, 56, , , 36, 2, 15
2018/5/14, 75, , , 38, 3, 13
2018/5/15, 49, , , 30, 2, 12
2018/5/16, 27, , , 31, 2, 12
2018/5/17, 31, , , 33, 2, 10
2018/5/18, 38, , , 39, 3, 12
2018/5/19, 51, , , 36, 3, 12
2018/5/20, 45, , , 37, 4, 12
2018/5/21, 43, , , 40, 4, 14
2018/5/22, 51, , , 34, 3, 9
2018/5/23, 38, , , 35, 5, 13
2018/5/24, 30, , , 25, 5, 10
2018/5/25, 66, , , 30, 3, 11
2018/5/26, 110, , , 35, 3, 16
2018/5/27, 103, , , 28, 3, 15
2018/5/28, 67, , , 43, 3, 14
2018/5/29, 86, , , 30, 2, 10
2018/5/30, 61, , , 30, 2, 8
2018/5/31, 74, , , 27, 2, 8
2018/6/1, 80, , , 32, 3, 14
2018/6/2, 68, , , 33, 4, 13
2018/6/3, 39, , , , , 
2018/6/8, 7, , , 37, 2, 1
2018/6/9, 23, , , 34, 4, 11
2018/6/10, 28, , , 41, 6, 
2018/6/11, 87, , , 21, 5, 
2018/6/12, 65, , , 28, 2, 9
2018/6/13, 52, , , 38, 3, 12
2018/6/14, 68, , , 25, 3, 7
2018/6/15, 50, , , 25, 3, 5
2018/6/16, 50, , , 29, 3, 11
2018/6/17, 55, , , 51, 4, 8
2018/6/18, 56, , , 27, 4, 8
2018/6/19, 80, , , 41, 3, 11
2018/6/20, 57, , , 48, 4, 10
2018/6/21, 80, , , 46, 5, 22
2018/6/22, 79, , , 56, 4, 15
2018/6/23, 81, , , 49, 5, 13
2018/6/24, 82, , , 50, 5, 17
2018/6/25, 92, , , 45, 9, 13
2018/6/26, 84, , , 39, 5, 8
2018/6/27, 79, , , 43, 5, 15
2018/6/28, 87, , , 40, 4, 5
2018/6/29, 61, , , 47, 5, 8
2018/6/30, 53, , , 34, 4, 
2018/1/1, 123, , 13, 56, 6, 19
2018/1/2, 62, , 9, 46, 3, 22
2018/1/3, 54, , 5, 55, 6, 27
2018/1/4, 75, , 9, 72, 8, 43
2018/1/5, 110, , 3, 56, 4, 22
2018/1/6, 81, , 7, 45, 4, 23
2018/1/7, 61, , 9, 44, 4, 19
2018/1/8, 46, , 5, 62, 7, 28
2018/1/9, 90, , 5, 66, 8, 30
2018/1/10, 133, , 9, 68, 7, 29
2018/1/11, 127, , 6, 85, 10, 36
2018/1/12, 125, , 11, 59, 6, 31
2018/1/13, 73, , 18, 54, 6, 26
2018/1/14, 56, , 12, 50, 6, 26
2018/1/15, 84, , 4, 38, 4, 23
2018/1/16, 46, , 7, 48, 16, 26
2018/1/17, 73, , 10, 52, 9, 23
2018/1/18, 81, , 15, 55, 5, 23
2018/1/19, 68, , 10, 50, 5, 18
2018/1/20, 56, , 7, 57, 5, 37
2018/1/21, 54, , 4, 75, 10, 37
2018/1/22, 94, , 6, 77, 9, 50
2018/1/23, 94, , 13, 49, 5, 22
2018/1/24, 87, , 10, 48, 5, 21
2018/1/25, 84, , 17, 39, 4, 15
2018/1/26, 67, , 5, 39, 5, 24
2018/1/27, 53, , 4, 38, 2, 23
2018/1/28, 41, , 8, 47, 2, 19
2018/1/29, 47, , 11, 57, 5, 25
2018/1/30, 78, , 9, 72, 7, 31
2018/1/31, 116, , 8, 86, 10, 28
2018/2/1, 113, , 14, 72, 8, 27
2018/2/2, 96, , 15, 73, 7, 28
2018/2/3, 92, , 7, 95, 10, 34
2018/2/4, 119, , 5, 105, 16, 43
2018/2/5, 147, , 10, 103, 12, 38
2018/2/6, 148, , 16, 84, 12, 42
2018/2/7, 129, , 10, 56, 6, 
2018/2/8, 63, , 19, 49, 4, 21
2018/2/9, 63, , 14, 57, 7, 27
2018/2/10, 86, , 23, 53, 6, 20
2018/2/11, 78, , 6, 64, 7, 36
2018/2/12, 89, , 12, 47, 4, 27
2018/2/13, 67, , 15, 39, 2, 19
2018/2/14, 46, , 8, 49, 4, 22
2018/2/15, 46, , 8, 50, 5, 17
2018/2/16, 64, , 4, 46, 3, 24
2018/2/17, 48, , 2, 49, 6, 24
2018/2/18, 67, , 14, 40, 2, 29
2018/2/19, 42, , 18, 42, 3, 25
2018/2/20, 55, , 9, 50, 4, 27
2018/2/21, 59, , 13, 44, 4, 23
2018/2/22, 53, , 17, 36, 2, 24
2018/2/23, 51, , 10, 36, 3, 20
2018/2/24, 38, , 11, 38, 2, 21
2018/2/25, 25, , 14, 42, 4, 26
2018/2/26, 42, , 7, 44, 4, 27
2018/2/27, 47, , 16, 45, 3, 20
2018/2/28, 60, , 22, 41, 2, 24
2018/3/1, 44, , 24, 40, 3, 23
2018/3/2, 47, , 18, 42, 3, 25
2018/3/3, 50, , 16, 42, 4, 24
2018/3/4, 59, , 19, 39, 4, 25
2018/3/5, 70, , 18, 34, 5, 26
2018/3/6, 73, , 20, 33, 4, 19
2018/3/7, 54, , 23, 36, 5, 25
2018/3/8, 81, , 23, 35, 6, 18
2018/3/9, 80, , 53, 25, 2, 12
2018/3/10, 56, , 94, 44, 7, 19
2018/3/11, 85, , 113, 37, 5, 24
2018/3/12, 78, , 23, 38, 5, 21
2018/3/13, 53, , 24, 38, 7, 14
2018/3/14, 109, , 21, 39, 6, 25
2018/3/15, 88, , 28, 32, 5, 16
2018/3/16, 65, , 22, 30, 3, 15
2018/3/17, 44, , 25, 40, 4, 23
2018/3/18, 49, , 29, 64, 6, 23
2018/3/19, 51, , 47, 59, 7, 22
2018/3/20, 65, , 26, 39, 2, 16
2018/3/21, 49, , 29, 34, 2, 17
2018/3/22, 46, , 20, 38, 4, 17
2018/3/23, 31, , 26, 31, 3, 15
2018/3/24, 126, , 22, 33, 4, 16
2018/3/25, 95, , 33, 20, 3, 12
2018/3/26, 72, , 29, 32, 3, 19
2018/3/27, 61, , 27, 32, 4, 21
2018/3/28, 88, , 34, 30, 10, 16
2018/3/29, 93, , 25, 27, 4, 
2018/3/30, 75, , 36, 21, 3, 10
2018/3/31, 73, , 35, 31, 5, 13
2017/10/1, 41, 47, 30, 71, 5, 16
2017/10/2, 53, 58, 28, 69, 6, 13
2017/10/3, 59, 52, 22, 69, 6, 16
2017/10/4, 57, 27, 18, 65, 3, 
2017/10/5, 41, 36, 44, 50, 2, 18
2017/10/6, 52, 51, 39, 61, 4, 16
2017/10/7, 78, 50, 27, 71, 5, 23
2017/10/8, 70, 31, 33, 65, 6, 17
2017/10/9, 69, 44, 36, 69, 6, 21
2017/10/10, 74, 54, 34, 66, 6, 21
2017/10/11, 64, 58, 36, 49, 5, 18
2017/10/12, 71, 52, 35, 59, 6, 19
2017/10/13, 62, 44, 30, 58, 6, 20
2017/10/14, 49, 63, 31, 48, 8, 22
2017/10/15, 65, 63, 32, 49, 11, 26
2017/10/16, 78, 47, 21, 40, 8, 21
2017/10/17, 58, 60, 21, 40, 7, 20
2017/10/18, 52, 53, 25, 44, 8, 22
2017/10/19, 61, 50, 35, 45, 6, 23
2017/10/20, 54, 43, 33, 50, 8, 23
2017/10/21, 56, 59, 35, 54, 10, 24
2017/10/22, 61, 62, 27, 61, 11, 26
2017/10/23, 84, 66, 32, 53, 8, 24
2017/10/24, 77, 70, 32, 57, 9, 26
2017/10/25, 91, 65, 35, 62, 12, 27
2017/10/26, 107, 63, 30, 52, 8, 27
2017/10/27, 93, 71, 25, 45, 8, 28
2017/10/28, 102, 73, 28, 46, 8, 26
2017/10/29, 102, 62, 24, 51, 9, 26
2017/10/30, 101, 67, 31, 49, 7, 27
2017/10/31, 92, 62, 24, 49, 7, 27
2017/11/1, 85, 109, 24, 39, 5, 21
2017/11/2, 115, 114, 21, 39, 5, 21
2017/11/3, 123, 106, 17, 52, 9, 27
2017/11/4, 115, 69, 21, 42, 4, 23
2017/11/5, 74, 73, 27, 51, 7, 24
2017/11/6, 108, 70, 31, 58, 6, 27
2017/11/7, 104, 66, 35, 53, 5, 24
2017/11/8, 101, 60, 40, 40, 4, 21
2017/11/9, 84, 56, 36, 34, 4, 20
2017/11/10, 71, 56, 46, 39, 5, 22
2017/11/11, 72, 56, 32, 46, 5, 23
2017/11/12, 82, 26, 27, 47, 6, 21
2017/11/13, 52, 37, 29, 50, 7, 27
2017/11/14, 75, 65, 51, , 7, 31
2017/11/15, 97, 50, 32, 41, 9, 29
2017/11/16, 102, 53, 72, 57, 8, 26
2017/11/17, 81, 55, 32, 61, 11, 27
2017/11/18, 85, 54, 21, 66, 12, 26
2017/11/19, 84, 66, 13, 85, 14, 33
2017/11/20, 101, 63, 13, 65, 10, 24
2017/11/21, 93, 27, 18, 36, 4, 14
2017/11/22, 47, 40, 13, 35, 4, 21
2017/11/23, 54, , , , , 
2017/11/25, 28, 26, 11, 34, 3, 18
2017/11/26, 40, 43, 5, 52, 7, 29
2017/11/27, 72, 54, 6, 49, 7, 28
2017/11/28, 79, 47, 6, 46, 9, 23
2017/11/29, 76, 60, 6, 60, 9, 37
2017/11/30, 92, 43, 7, 52, 7, 22
2017/12/1, 79, 27, 13, 39, 6, 20
2017/12/2, 51, 57, 5, 46, 7, 27
2017/12/3, 75, 64, 5, 67, 9, 31
2017/12/4, 115, 71, 7, 68, 9, 29
2017/12/5, 127, 81, 2, 77, 9, 37
2017/12/6, 138, 66, 4, 60, 9, 36
2017/12/7, 94, 10, 9, 36, 2, 20
2017/12/8, 44, 29, 5, 42, 5, 26
2017/12/9, 65, 55, 4, 57, 7, 30
2017/12/10, 88, 56, 4, 61, 8, 31
2017/12/11, 88, 42, 1, 47, 7, 30
2017/12/12, 64, 49, 2, 54, 9, 33
2017/12/13, 81, 46, , 54, 14, 21
2017/12/14, 110, , , , , 
2017/12/16, 109, 42, , 84, 14, 34
2017/12/17, 140, 131, 3, 82, 12, 38
2017/12/18, 139, 51, 5, 86, 13, 41
2017/12/19, 132, 48, 3, 91, 14, 45
2017/12/20, 139, , 4, 77, 13, 40
2017/12/21, 131, , 9, 44, 6, 27
2017/12/22, 55, , 6, 50, 7, 34
2017/12/23, 74, , 6, 52, 6, 34
2017/12/24, 63, , 6, 43, 5, 36
2017/12/25, 69, , 8, 47, 3, 20
2017/12/26, 62, , 9, 41, 3, 18
2017/12/27, 76, , 4, 60, 7, 30
2017/12/28, 96, , 6, 74, 6, 35
2017/12/29, 127, , 3, 87, 11, 41
2017/12/30, 144, , , , , 
2017/9/20, 63, , 41, 59, 8, 15
2017/9/21, 63, , 46, 61, 9, 12
2017/9/22, 73, , 39, 74, 12, 18
2017/9/23, 81, , 31, 67, 6, 17
2017/9/24, 70, , 33, 62, 9, 13
2017/9/25, 67, , 38, 52, 6, 13
2017/9/26, 72, , 37, 65, 8, 17
2017/9/27, 78, , 30, 76, 7, 23
2017/9/28, 71, , 40, 55, 5, 12
2017/9/29, 58, , 35, 36, 4, 14
2017/9/30, 43, , 41, 39, 4, 10
2017/1/2, 99, 51, 23, , , 25
2017/1/3, 36, 52, 15, , , 29
2017/1/4, 40, 47, 18, , , 25
2017/1/5, 38, 60, 15, , , 32
2017/1/6, 55, 87, 14, , , 47
2017/1/7, 112, 95, 11, , , 47
2017/1/8, 126, 103, 9, , , 51
2017/1/9, 152, 60, 13, , , 31
2017/1/10, 98, 56, 13, , , 36
2017/1/11, 84, 56, 19, , , 30
2017/1/12, 96, 53, 19, , , 30
2017/1/13, 69, 68, 16, , , 33
2017/1/14, 92, 47, 15, , , 23
2017/1/15, 54, , 11, , , 31
2017/1/17, 47, 50, 4, , , 26
2017/1/18, 17, , 10, , , 34
2017/1/19, 119, , 11, , , 27
2017/1/23, 10, , 2, , , 24
2017/1/25, 28, 66, 4, , , 36
2017/1/26, 32, 23, 2, , , 21
2017/1/31, 46, , 10, , , 
2017/2/3, 33, 61, 6, , , 30
2017/2/4, 41, 58, 7, , , 
2017/2/8, 26, 47, 12, , , 
2017/2/12, 29, 30, 17, , , 41
2016/10/16, 78, 77, 22, , , 
2016/10/17, 69, , , , , 
2016/10/19, 68, 93, 30, , , 
2016/10/20, 74, 88, 30, , , 
2016/10/21, 75, 73, 22, , , 
2016/10/22, 66, 72, 19, , , 
2016/10/23, 64, , , , , 
2016/11/2, 81, 60, 31, , , 
2016/11/3, 57, 77, 29, , , 
2016/11/4, 67, 98, 33, , , 
2016/11/5, 80, 78, 33, , , 
2016/11/6, 72, 49, 35, , , 20
2016/11/7, 44, 54, 32, , , 25
2016/11/8, 53, 82, , , , 32
2016/11/9, 75, 97, 34, , , 40
2016/11/10, 89, 100, 38, , , 51
2016/11/11, 89, 96, 38, , , 48
2016/11/12, 97, 135, 39, , , 54
2016/11/13, 117, 120, 42, , , 47
2016/11/14, 108, 119, 40, , , 42
2016/11/15, 112, 114, 42, , , 49
2016/11/16, 121, 102, 41, , , 42
2016/11/17, 94, 100, 31, , , 44
2016/11/18, 70, 78, 25, , , 38
2016/11/19, 62, 63, 23, , , 18
2016/11/20, 34, 54, 18, , , 18
2016/11/21, 34, 58, 21, , , 17
2016/11/22, 31, 62, 19, , , 21
2016/11/23, 28, 48, 19, , , 18
2016/11/24, 21, 55, 23, , , 18
2016/11/25, 42, 83, 23, , , 35
2016/11/26, 79, 124, 24, , , 36
2016/11/27, 113, , 25, , , 40
2016/11/28, 112, , 34, , , 50
2016/11/29, 116, , 46, , , 50
2016/11/30, 129, , , , , 46
2016/12/1, 121, , 65, , , 56
2016/12/2, 80, , 87, , , 49
2016/12/3, 37, , 182, , , 36
2016/12/4, 26, , 221, , , 40
2016/12/5, 41, , 201, , , 30
2016/12/6, 43, 58, , , , 38
2016/12/7, 35, 63, , , , 36
2016/12/8, 43, 54, , , , 31
2016/12/9, 22, 51, , , , 32
2016/12/10, 55, 75, , , , 43
2016/12/11, 82, 52, 124, , , 34
2016/12/12, 37, 63, 59, , , 33
2016/12/13, 55, 93, 54, , , 42
2016/12/14, 82, 76, 77, , , 36
2016/12/15, 22, 48, 155, , , 29
2016/12/16, 12, 31, 165, , , 26
2016/12/17, 15, 38, 61, , , 28
2016/12/18, 14, 41, 123, , , 28
2016/12/19, 11, 49, 165, , , 24
2016/12/20, 14, 67, , , , 26
2016/12/21, 68, 79, , , , 34
2016/12/22, 87, 92, , , , 50
2016/12/23, 116, 103, , , , 45
2016/12/24, 125, 89, 5, , , 38
2016/12/25, 115, 89, 3, , , 44
2016/12/26, 128, 93, 6, , , 58
2016/12/27, 118, 51, 8, , , 31
2016/12/28, 102, 57, 9, , , 37
2016/12/31, 124, 105, 8, , , 47
2017/1/1, 126, 97, 23, , , 31
2016/7/1, 73, 62, , , , 
2016/7/2, 83, 99, , , , 
2016/7/3, 118, 100, , , , 
2016/7/4, 102, 79, , , , 
2016/7/5, 81, 71, , , , 
2016/7/6, 71, 59, , , , 
2016/7/7, 59, 67, , , , 
2016/7/8, 69, 69, , , , 
2016/7/9, 76, 75, , , , 
2016/7/10, 74, 64, , , , 
2016/7/11, 63, 69, , , , 
2016/7/12, 73, 74, , , , 
2016/7/13, 84, 85, , , , 
2016/7/14, 105, 64, 107, , , 
2016/7/15, 55, 77, 122, , , 
2016/7/16, 58, 63, 108, , , 
2016/7/17, 67, 64, 144, , , 
2016/7/18, 61, 62, 167, , , 
2016/7/19, 68, 63, 166, , , 
2016/7/20, 79, 71, 179, , , 
2016/7/21, 71, 70, 202, , , 
2016/7/22, 80, 68, 145, , , 
2016/7/23, 75, 64, 65, , , 
2016/7/24, 64, , 71, , , 
2016/7/25, 67, , 138, , , 
2016/7/26, 90, , 170, , , 
2016/7/27, 94, 78, 180, , , 
2016/7/28, 79, 83, 155, , , 
2016/7/29, 77, 84, 164, , , 
2016/7/30, 67, 70, 150, , , 
2016/7/31, 66, 76, 134, , , 34
2016/8/1, 74, 76, 126, , , 33
2016/8/2, 76, 67, 148, , , 18
2016/8/3, 64, 58, 168, , , 17
2016/8/4, 58, 57, 163, , , 18
2016/8/5, 56, 64, 183, , , 27
2016/8/6, 60, 66, 202, , , 25
2016/8/7, 64, 66, 186, , , 29
2016/8/8, 63, 65, 193, , , 28
2016/8/9, 61, 69, 195, , , 41
2016/8/10, 72, 72, 205, , , 32
2016/8/11, 72, 67, 204, , , 33
2016/8/12, 71, 65, , , , 33
2016/8/13, 89, , , , , 
2016/8/31, 78, 89, , , , 
2016/9/1, 84, 77, , , , 
2016/9/2, 74, 148, , , , 
2016/9/3, 106, 94, , , , 
2016/9/4, 93, 93, , , , 
2016/9/5, 80, 73, , , , 
2016/9/6, 64, 85, , , , 
2016/9/7, 74, 125, , , , 
2016/9/8, 85, 84, , , , 
2016/9/9, 59, 86, 88, , , 
2016/9/10, 63, 91, 91, , , 
2016/9/11, 69, 93, 63, , , 
2016/9/12, 74, 79, 63, , , 
2016/9/13, 62, 84, 63, , , 
2016/9/14, 63, 93, 63, , , 
2016/9/15, 75, 94, 37, , , 
2016/9/16, 74, 80, 41, , , 
2016/9/17, 67, 84, 48, , , 
2016/9/18, 72, 59, 67, , , 
2016/9/19, 48, 65, 102, , , 
2016/9/20, 55, 69, 117, , , 
2016/9/21, 66, 77, 45, , , 
2016/9/22, 62, 68, 45, , , 
2016/9/23, 54, 72, 41, , , 
2016/9/24, 59, 94, 46, , , 
2016/9/25, 77, , 46, , , 
2016/9/26, 68, , , , , 
2016/4/1, 19, 28, , , , 17
2016/4/2, 37, 32, , , , 16
2016/4/3, 28, 42, , , , 23
2016/4/4, 36, 43, , , , 16
2016/4/5, 45, 44, , , , 14
2016/4/6, 51, 51, , , , 10
2016/4/7, 62, 48, , , , 10
2016/4/8, 54, 38, , , , 6
2016/4/9, 43, 46, , , , 17
2016/4/10, 53, 47, , , , 15
2016/4/11, 52, 53, , , , 17
2016/4/12, 61, 45, , , , 
2016/4/13, 46, 40, , , , 22
2016/4/14, 45, 48, , , , 13
2016/4/15, 42, 34, , , , 
2016/4/16, 28, 31, , , , 
2016/4/17, 24, 27, , , , 
2016/4/18, 26, 43, , , , 17
2016/4/19, 38, 31, , 26, 8, 20
2016/4/20, 29, 38, , 28, 8, 41
2016/4/21, 34, , , 30, 11, 
2016/4/22, 36, 67, , 24, 10, 
2016/4/23, 50, 55, , 24, 8, 
2016/4/24, 55, 53, , 25, 9, 9
2016/4/25, 56, 59, 44, 29, 12, 9
2016/4/26, 61, 72, 44, 27, , 10
2016/4/27, 74, 54, 44, 21, , 
2016/4/28, 56, 59, 63, 24, , 
2016/4/29, 57, 61, 67, 30, , 11
2016/4/30, 62, 48, 59, 28, , 
2016/5/1, 50, 51, 60, 28, , 
2016/5/2, 56, 64, 67, 26, , 30
2016/5/3, 67, 54, 68, 27, , 26
2016/5/4, 56, , 57, 27, , 36
2016/5/5, 66, 54, 44, 19, , 22
2016/5/6, 57, 46, 41, 21, , 27
2016/5/7, 55, 59, 48, 24, , 29
2016/5/8, 63, 55, 50, 28, , 26
2016/5/9, 64, 53, 63, 27, , 39
2016/5/10, 54, 51, 64, 28, , 29
2016/5/12, 60, 48, 49, 24, , 26
2016/5/13, 50, 49, 72, 27, , 38
2016/5/14, 56, 56, 78, 26, , 30
2016/5/15, 71, 56, 78, 30, , 35
2016/5/16, 72, 63, 206, 30, , 30
2016/5/17, 77, 62, 206, 20, , 36
2016/5/18, 73, 60, 218, 18, , 19
2016/5/19, 65, 59, , 17, 9, 14
2016/5/20, 62, 63, 240, 19, 11, 18
2016/5/21, 85, 62, 263, 19, 8, 13
2016/5/22, 99, 59, 256, 20, 9, 14
2016/5/23, 57, 53, 219, 21, 8, 15
2016/5/24, 52, 56, 191, 21, , 17
2016/5/25, 57, 67, 164, 21, , 15
2016/5/26, 67, 60, 185, 20, , 
2016/5/27, 64, 57, 223, 20, , 
2016/5/28, 57, 57, 239, 19, , 
2016/5/29, 56, 57, 230, 21, 9, 
2016/5/30, 57, 51, 255, 23, 9, 
2016/5/31, 47, 50, , , 8, 
2016/6/1, 50, 47, , , 8, 
2016/6/2, 48, 51, , , 8, 
2016/6/3, 47, 44, , , 8, 18
2016/6/4, 45, 78, , , 8, 
2016/6/5, 90, 93, , , 8, 
2016/6/6, 110, 142, , , , 
2016/6/7, 142, 87, , , , 
2016/6/8, 126, 83, , , , 
2016/6/9, 105, 101, , , , 
2016/6/10, 107, 80, , , , 
2016/6/11, 89, 73, , , , 
2016/6/12, 72, 61, , , , 
2016/6/13, 55, 53, , , , 
2016/6/14, 47, 62, , , , 
2016/6/15, 75, 58, , , , 
2016/6/16, 63, 47, , , , 
2016/6/17, 52, 72, , , , 
2016/6/18, 80, 81, , , , 
2016/6/19, 85, 74, , , , 
2016/6/20, 77, 63, , , , 
2016/6/21, 64, 62, , , , 
2016/6/22, 60, 32, , , , 
2016/6/23, 65, 31, , , , 
2016/6/24, 63, 31, , , , 
2016/6/25, 62, 57, , , , 
2016/6/26, 70, 69, , , , 
2016/6/27, 75, 55, , , , 
2016/6/28, 59, 60, , , , 
2016/6/29, 63, 66, , , , 
2016/6/30, 79, 59, , , , 
2016/1/5, 52, , , , 5, 17
2016/1/6, 42, 59, , , 6, 23
2016/1/7, 59, , , , 6, 32
2016/1/8, 70, , , , , 21
2016/1/9, 52, , , , , 14
2016/1/10, 30, 47, , 54, 12, 16
2016/1/11, 35, 61, , 63, 14, 27
2016/1/12, 57, 95, , 58, 20, 37
2016/1/13, 107, 73, , 45, 11, 31
2016/1/14, 91, 54, , 53, 14, 37
2016/1/15, 83, 19, , 20, 9, 24
2016/1/16, 61, 36, , 38, 10, 16
2016/1/17, 64, , , , 8, 18
2016/1/18, 74, , , , 9, 22
2016/1/19, 80, 77, , , 9, 25
2016/1/20, 85, , , , 9, 21
2016/1/21, 74, , , , 7, 23
2016/1/22, 65, 57, , , 7, 20
2016/1/23, 56, 32, 9, , 3, 12
2016/1/24, 33, 45, , , 4, 18
2016/1/25, 44, 27, 22, , , 15
2016/1/26, 26, , 19, , 4, 12
2016/1/27, 30, , 19, , 4, 12
2016/1/28, 28, , , , 6, 15
2016/1/29, 33, , , , 7, 17
2016/1/30, 56, , , , 18, 24
