date, pm25, pm10, o3, no2, so2, co
2015/4/27, 75, 52, 29, 24, 12, 30
2015/4/28, 84, 60, 26, 35, 10, 49
2015/5/3, 102, , 26, 23, 10, 44
2015/5/7, 117, 61, 30, 29, 8, 37
2015/5/8, 66, 56, 31, 31, , 28
2015/5/10, 127, 59, 36, 23, , 28
2015/5/11, 114, 55, 37, 23, , 21
2015/5/17, 62, 91, 146, 24, 17, 
2015/5/18, 90, 114, 146, 43, 14, 
2015/5/19, 84, 58, 39, 39, 15, 
2015/5/20, 86, 70, 38, 40, 17, 
2015/5/21, 108, 105, 39, 42, 13, 
2015/5/22, 97, 94, 55, 38, 14, 
2015/5/23, 80, 76, 57, 37, 12, 
2015/5/24, 85, 102, 38, 30, 14, 23
2015/5/27, 86, 68, 36, 24, , 29
2015/5/30, 119, 130, 40, 18, 7, 27
2015/5/31, 103, 74, 45, 16, 8, 28
2015/6/1, 113, 78, 48, 21, 8, 32
2015/6/2, 106, 80, 46, 21, 7, 31
2015/6/3, 111, 91, 38, 17, 7, 16
2015/6/4, 109, 75, 41, 14, 8, 14
2015/6/5, 82, 59, 42, 19, 15, 28
2015/6/6, 80, 67, 34, 19, 8, 34
2015/6/7, 90, 68, 36, 24, 8, 43
2015/6/8, 154, 183, 44, 23, 8, 31
2015/6/9, 141, 144, 47, 25, 8, 33
2015/6/10, 139, 106, 35, 21, , 25
2015/6/18, 103, 83, 54, 27, 12, 25
2015/6/19, 99, 71, 52, 23, 11, 24
2015/6/20, 87, 63, 67, 27, 12, 45
2015/6/23, 131, 112, 67, 38, 13, 23
2015/6/24, 125, 100, 65, 33, 12, 18
2015/6/27, 115, 82, 53, 26, 13, 31
2015/6/28, 118, 99, 53, 31, 17, 31
2015/6/30, 124, 95, 52, 31, 10, 32
2015/2/9, 87, 64, , 34, 15, 55
2015/2/10, 123, 93, , 31, 16, 50
2015/2/11, 81, 56, , 25, 13, 42
2015/2/12, 69, 50, , 24, 15, 41
2015/2/13, 96, 72, , 22, 14, 31
2015/2/16, 94, 75, 23, 23, 13, 33
2015/2/17, 94, 66, 24, 28, 14, 34
2015/2/25, 103, 79, 17, 22, 21, 27
2015/2/26, 108, 58, 25, 21, 18, 28
2015/3/1, 133, 73, 29, 30, 21, 45
2015/3/2, 112, 67, 27, 28, 22, 32
2015/3/3, 79, 51, 24, 23, 20, 23
2015/3/4, 58, 41, 25, 20, 16, 21
2015/3/6, 48, 57, 23, 19, 15, 19
2015/3/7, 95, 81, 23, 22, 16, 39
2015/3/10, 136, 186, 17, 36, 16, 33
2015/3/11, 89, 61, 23, 82, 9, 22
2015/3/13, 147, 83, 25, 105, 8, 35
2015/3/19, 95, 60, 24, 80, 4, 28
2015/3/20, 75, 43, 27, 56, 4, 11
2015/3/21, 71, 40, 28, 38, 4, 
2015/3/22, 63, 37, 29, 24, , 10
2015/3/23, 44, 19, 26, 19, , 10
2015/3/26, 44, 28, 25, 19, 3, 13
2015/3/29, 86, 53, 26, 31, , 43
2015/3/30, 61, 51, 28, 28, , 33
2015/3/31, 63, 36, 28, 23, , 25
2021/6/4, , 47, , 29, 4, 
2021/4/16, , 61, , 58, 7, 
2020/11/6, , 97, , 64, 17, 24
2019/12/31, , 67, 8, 64, 12, 29
2020/1/11, , 66, 5, 59, 20, 34
2020/2/7, , 72, 14, 49, 12, 23
2019/11/18, , 45, 4, 15, 9, 18
2018/12/31, , , , , , 
2018/4/19, , 60, , , , 
2018/4/20, , 69, , , , 
2018/4/21, , 85, , , , 
2018/4/22, , 57, , , , 
2018/4/23, , 51, , , , 
2018/4/24, , 54, , , , 
2018/4/25, , 55, , , , 
2018/4/26, , 54, , , , 
2018/4/27, , 74, , , , 
2018/4/28, , 76, , , , 
2018/4/29, , 52, , , , 
2018/4/30, , 49, , , , 
2018/5/1, , 56, , , , 
2018/5/2, , 53, , , , 
2018/5/3, , 49, , , , 
2018/5/4, , 51, , , , 
2018/5/5, , 66, , , , 
2018/5/6, , 77, , , , 
2018/5/7, , 81, , , , 
2018/5/8, , 34, , , , 
2018/5/9, , 38, , , , 
2018/5/10, , 28, , , , 
2018/5/11, , 82, , , , 
2018/5/12, , 69, , , , 
2018/5/13, , 64, , , , 
2018/5/14, , 51, , , , 
2018/5/15, , 44, , , , 
2018/5/16, , 41, , , , 
2018/5/17, , 40, , , , 
2018/5/18, , 59, , , , 
2018/5/19, , 49, , , , 
2018/5/20, , 55, , , , 
2018/5/21, , 56, 14, , , 
2018/5/22, , 44, 43, , , 
2018/5/23, , 48, 39, , , 
2018/5/24, , 67, 53, , , 
2018/5/25, , 95, 40, , , 
2018/5/26, , 88, 48, , , 
2018/5/27, , 73, 56, , , 
2018/5/28, , 79, 68, , , 
2018/5/29, , 87, 44, , 5, 20
2018/5/30, , 67, 37, , 5, 26
2018/5/31, , 64, 29, , 5, 26
2018/6/1, , 62, 31, , 6, 33
2018/6/7, , 57, 31, 21, 5, 1
2017/12/31, , 90, 11, 69, 6, 26
2018/1/19, , 56, 10, 49, 25, 25
2017/4/6, , 14, 13, 50, , 
2017/4/7, , 21, 12, 58, 25, 
2017/4/10, , 50, 9, , , 
2017/4/11, , 61, 12, 51, , 
2017/4/12, , 49, 2, 42, , 
2017/1/6, , 80, 12, , , 
2017/1/10, , 83, 13, , , 
2017/1/17, , 83, 10, , , 
2017/1/19, , 69, 17, 90, , 
2017/1/21, , 64, 11, 74, , 
2017/1/22, , 57, 10, 64, , 
2017/1/23, , 41, 8, 60, , 
2017/1/27, , 25, 8, 73, , 
2017/1/29, , 54, 14, 44, , 
2017/2/6, , 54, 11, 67, , 
2017/2/9, , 55, 14, 63, , 
2017/2/11, , 29, 9, 48, , 
2017/2/13, , 53, 13, 67, , 
2016/10/15, , 85, , 56, , 
2016/10/19, , 89, , , , 
2016/10/20, , 77, , 52, , 
2016/10/21, , 70, , 52, , 
2016/10/22, , 61, , , , 
2016/10/23, , 65, , , , 
2016/10/24, , 60, , , , 
2016/10/25, , 52, , , , 
2016/10/26, , 65, , , , 
2016/11/25, , 54, , , , 
2016/12/2, , 55, , , , 
2016/12/8, , 54, , , , 
2016/12/18, , 43, , , , 
2016/8/6, , 66, , 97, 24, 
2016/8/30, , 75, , 98, 10, 
2016/4/2, , 35, , 21, 6, 
2016/4/3, , 37, , 24, 9, 
2016/5/1, , 54, , 17, 10, 
2016/5/2, , 62, , 17, 12, 
2016/5/5, , 55, , 14, 9, 
2016/5/7, , 57, , 18, 11, 
2016/5/12, , 48, , 13, 8, 
2016/5/13, , 51, , 14, 9, 
2016/5/14, , 57, , 16, 8, 
2016/6/8, , 87, , 14, 29, 
2016/1/10, , 40, , 65, , 
2016/1/18, , 66, , 17, , 
2016/1/19, , 69, , 23, , 
2016/1/20, , 72, , 21, , 
2016/1/21, , 67, , 21, , 
2016/1/22, , 61, , 20, , 
2016/1/23, , 31, , 15, 7, 
2016/2/20, , 162, , 18, 13, 
2015/10/20, , 65, , 23, 11, 40
2015/10/29, , 41, , 18, 11, 38
2015/10/30, , 42, , 17, 11, 35
2015/10/31, , 50, , 15, 11, 43
2015/11/1, , 30, , 12, 8, 33
2015/11/2, , 26, , 11, 10, 32
2015/11/3, , 58, , 18, 15, 49
2015/11/4, , 74, , 26, 23, 
2015/11/5, , 80, , 24, 21, 52
2015/11/6, , 81, , 24, 22, 57
2015/11/7, , 67, , 21, 19, 42
2015/12/9, , 68, , 15, , 8
2015/12/10, , 51, , 13, , 
2016/1/1, , 32, , 15, , 
2015/7/1, , 98, 38, 30, 11, 31
2015/7/3, , 78, 48, 24, 9, 
2015/7/4, , 77, 44, 26, 9, 
2015/7/8, , 72, 48, 35, 10, 
2015/7/9, , 70, 47, 30, 8, 
2015/7/15, , 72, 44, 34, 11, 
2015/7/16, , 76, 52, 32, 11, 
2015/7/19, , 163, 53, 18, 6, 
2015/7/27, , 63, 85, 32, 12, 13
2015/7/31, , 61, 71, 28, 9, 
2015/8/12, , 62, 78, 25, 5, 
2015/8/14, , 63, 88, 35, 34, 
2015/8/15, , 65, 63, 33, , 
2015/8/24, , 89, 63, 32, 13, 37
2015/8/27, , 103, 48, 25, 6, 12
2015/4/1, , 28, 29, 17, , 14
2015/4/2, , 31, 28, 24, , 27
2015/4/3, , 33, 25, 25, , 18
2015/4/4, , 44, 23, 28, , 42
2015/4/5, , 36, 23, 23, 10, 28
2015/4/8, , 56, 26, 29, 5, 40
2015/4/29, , 66, 26, 33, 10, 33
2015/4/30, , 74, 27, 22, 11, 29
2015/5/1, , 86, 28, 24, 7, 58
2015/5/2, , 86, 24, 21, 8, 32
2015/5/4, , 53, 26, 26, 11, 38
2015/5/5, , 60, 22, 28, 6, 45
2015/5/6, , 63, 29, 26, 11, 21
2015/5/9, , 49, 32, 25, , 39
2015/5/12, , 58, 29, 32, 12, 23
2015/5/13, , 72, , 56, 15, 
2015/5/14, , 83, 31, 35, 12, 
2015/5/15, , 97, 33, 21, 8, 
2015/5/16, , 78, 42, 20, 11, 
2015/5/25, , 64, 39, 23, 13, 
2015/5/26, , 64, 44, 19, 11, 
2015/5/28, , 78, 34, 21, 8, 14
2015/5/29, , 109, 36, 18, 7, 34
2015/6/12, , 76, , 30, 8, 39
2015/6/13, , 71, 44, 22, 8, 29
2015/6/14, , 115, 67, 23, 8, 36
2015/6/15, , 128, 70, 28, 17, 42
2015/6/16, , 128, 74, 22, 16, 23
2015/6/17, , 115, 76, 26, 11, 30
2015/6/21, , 69, 77, 39, 11, 36
2015/6/22, , 83, 66, 30, 11, 35
2015/6/25, , 76, 52, 23, 13, 24
2015/6/26, , 67, 51, 23, 10, 14
2015/6/29, , 90, 51, 35, 15, 49
2015/2/7, , 55, , 29, 14, 45
2015/2/8, , 72, , 39, 18, 70
2015/2/14, , 93, 25, 27, 14, 54
2015/2/15, , 103, 24, 24, 14, 33
2015/2/18, , 80, 24, 29, 14, 39
2015/2/19, , 49, 20, 23, 13, 29
2015/2/20, , 45, 26, 22, 14, 26
2015/2/21, , 32, 26, 20, 13, 21
2015/2/22, , 59, 15, 22, 14, 36
2015/2/23, , 68, 18, 23, 17, 41
2015/2/24, , 125, 18, 22, 21, 28
2015/2/27, , 58, 27, 22, 15, 38
2015/2/28, , 63, 29, 27, 19, 39
2015/3/5, , 31, 25, 20, 16, 23
2015/3/8, , 88, 23, 30, 27, 54
2015/3/9, , 84, 23, 30, 22, 55
2015/3/12, , 82, 25, 93, 6, 27
2015/3/14, , 70, 24, 106, 6, 51
2015/3/15, , 80, 22, 105, 8, 51
2015/3/16, , 53, 25, 88, , 24
2015/3/17, , 52, 25, 94, 3, 26
2015/3/18, , 67, 24, 96, 5, 27
2015/3/24, , 21, 25, 21, 3, 22
2015/3/25, , 35, 24, 24, 7, 19
2015/3/27, , 28, 25, 20, 2, 19
2015/3/28, , 42, 26, 27, 3, 29
2017/9/19, , , 28, 44, 7, 16
2016/2/17, , , 20, 15, 16, 
2016/2/18, , , 27, 16, 18, 
2016/2/19, , , 424, 18, 18, 
2016/6/30, , , , 90, 12, 
2015/12/3, , , , 20, 13, 23
2015/12/4, , , , 14, , 34
2015/6/11, , , , , , 8
